"domain","path","category","type","value"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.violations_total","decision_gps_defense_aviation_1777492507935","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.violation_types","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.metrics.mean_velocity","decision_gps_defense_aviation_1777492507935","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.metrics.total_steps","decision_gps_defense_aviation_1777492507935","Int32","1"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.metrics.tau_max_used","decision_gps_defense_aviation_1777492507935","Int32","5"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.metrics.accel_limit_used","decision_gps_defense_aviation_1777492507935","Decimal","0.6"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.constraints.vanishing_acceleration","decision_gps_defense_aviation_1777492507935","String","OK"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.constraints.velocity_band","decision_gps_defense_aviation_1777492507935","String","OK"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.constraints.coherence_stationarity","decision_gps_defense_aviation_1777492507935","String","OK"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].step","decision_gps_defense_aviation_1777492507935","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].severity","decision_gps_defense_aviation_1777492507935","String","S2"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].z","decision_gps_defense_aviation_1777492507935","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].z_t","decision_gps_defense_aviation_1777492507935","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].velocity","decision_gps_defense_aviation_1777492507935","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].acceleration","decision_gps_defense_aviation_1777492507935","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].stability_status","decision_gps_defense_aviation_1777492507935","String","STABLE"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].violations","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.steps_detail[0].coherence_ok","decision_gps_defense_aviation_1777492507935","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492507935.json.sigma_report.stdout","decision_gps_defense_aviation_1777492507935","String","V18.9 Sigma Dynamic Stability - PASS
Steps evaluated : 1
Unstable steps  : 0
Total violations: 0
Config source   : C:\Users\User\Desktop\obsidia-engine-proof-core\obsidia-x108-proofs\sigma\sigma_config.json
tau_max         : 5.0
accel_limit     : 0.6
No violations detected.
"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.domain","decision_gps_defense_aviation_1777492512330","String","gps_defense_aviation"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.market_verdict","decision_gps_defense_aviation_1777492512330","String","RECALC_TRAJECTORY"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.confidence","decision_gps_defense_aviation_1777492512330","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.confidence_integrity","decision_gps_defense_aviation_1777492512330","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.confidence_governance","decision_gps_defense_aviation_1777492512330","Decimal","0.75"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.confidence_readiness","decision_gps_defense_aviation_1777492512330","Decimal","0.48"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.confidence_scope","decision_gps_defense_aviation_1777492512330","String","integrity"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.governance_scope","decision_gps_defense_aviation_1777492512330","String","x108_decision_robustness"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.readiness_scope","decision_gps_defense_aviation_1777492512330","String","harmonic_integrity_governance"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.contradictions","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[0]","decision_gps_defense_aviation_1777492512330","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[1]","decision_gps_defense_aviation_1777492512330","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[2]","decision_gps_defense_aviation_1777492512330","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[3]","decision_gps_defense_aviation_1777492512330","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[4]","decision_gps_defense_aviation_1777492512330","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[5]","decision_gps_defense_aviation_1777492512330","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[6]","decision_gps_defense_aviation_1777492512330","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[7]","decision_gps_defense_aviation_1777492512330","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[8]","decision_gps_defense_aviation_1777492512330","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[9]","decision_gps_defense_aviation_1777492512330","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[10]","decision_gps_defense_aviation_1777492512330","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[11]","decision_gps_defense_aviation_1777492512330","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.unknowns[12]","decision_gps_defense_aviation_1777492512330","String","TICKET_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.risk_flags","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.x108_gate","decision_gps_defense_aviation_1777492512330","String","HOLD"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.reason_code","decision_gps_defense_aviation_1777492512330","String","UNKNOWNS_OR_CONFIDENCE_LOW"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.severity","decision_gps_defense_aviation_1777492512330","String","S2"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.decision_id","decision_gps_defense_aviation_1777492512330","String","gps_defense_aviation-f9e7e98935c0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.trace_id","decision_gps_defense_aviation_1777492512330","String","67333ea9-1154-49f1-b754-16a075da465a"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.ticket_required","decision_gps_defense_aviation_1777492512330","Boolean","False"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.ticket_id","null","null",""
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.attestation_ref","decision_gps_defense_aviation_1777492512330","String","1bc96a52bdbcc4d0538c3bf2"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.source","decision_gps_defense_aviation_1777492512330","String","canonical_framework"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[0]","decision_gps_defense_aviation_1777492512330","String","7d915b7839dbf211"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[1]","decision_gps_defense_aviation_1777492512330","String","dc0a11715aac7cfb"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[2]","decision_gps_defense_aviation_1777492512330","String","f2234840f53eb622"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[3]","decision_gps_defense_aviation_1777492512330","String","a4f978c39559e013"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[4]","decision_gps_defense_aviation_1777492512330","String","9ff2b803d2b3673c"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[5]","decision_gps_defense_aviation_1777492512330","String","9759a0c3387a3987"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[6]","decision_gps_defense_aviation_1777492512330","String","meta:UnknownsAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[7]","decision_gps_defense_aviation_1777492512330","String","meta:ConflictResolutionAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[8]","decision_gps_defense_aviation_1777492512330","String","meta:PolicyScopeAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[9]","decision_gps_defense_aviation_1777492512330","String","meta:TicketReadinessAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[10]","decision_gps_defense_aviation_1777492512330","String","meta:TraceIntegrityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[11]","decision_gps_defense_aviation_1777492512330","String","meta:AttestationReadinessAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[12]","decision_gps_defense_aviation_1777492512330","String","meta:HumanOverrideEligibilityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[13]","decision_gps_defense_aviation_1777492512330","String","meta:SeverityClassifierAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[14]","decision_gps_defense_aviation_1777492512330","String","meta:ReplayConsistencyAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.evidence_refs[15]","decision_gps_defense_aviation_1777492512330","String","meta:ProofConsistencyAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.trajectory_valid_score","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.recalc_score","decision_gps_defense_aviation_1777492512330","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.degraded_score","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.abort_score","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.truth_score","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.sigma_score","decision_gps_defense_aviation_1777492512330","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.mismatch_gap","decision_gps_defense_aviation_1777492512330","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.proof_ready","decision_gps_defense_aviation_1777492512330","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.metrics.deterministic","decision_gps_defense_aviation_1777492512330","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.domain","decision_gps_defense_aviation_1777492512330","String","gps_defense_aviation"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.agent_votes[0]","decision_gps_defense_aviation_1777492512330","String","SourceAvailabilityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.agent_votes[1]","decision_gps_defense_aviation_1777492512330","String","TrajectoryIntegrityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.agent_votes[2]","decision_gps_defense_aviation_1777492512330","String","SourceConflictAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.agent_votes[3]","decision_gps_defense_aviation_1777492512330","String","TimeSkewAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.agent_votes[4]","decision_gps_defense_aviation_1777492512330","String","BrownoutAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.agent_votes[5]","decision_gps_defense_aviation_1777492512330","String","GpsAttestationReadinessAgent"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.raw_engine.vote_count","decision_gps_defense_aviation_1777492512330","Int32","6"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_override","decision_gps_defense_aviation_1777492512330","Boolean","False"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.step","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.severity","decision_gps_defense_aviation_1777492512330","String","S2"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.z","decision_gps_defense_aviation_1777492512330","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.z_t","decision_gps_defense_aviation_1777492512330","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.velocity","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.acceleration","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.stability_status","decision_gps_defense_aviation_1777492512330","String","STABLE"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.violations","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_step.coherence_ok","decision_gps_defense_aviation_1777492512330","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.pass","decision_gps_defense_aviation_1777492512330","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.status","decision_gps_defense_aviation_1777492512330","String","PASS"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_evaluated","decision_gps_defense_aviation_1777492512330","Int32","1"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.unstable_steps","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.violations_total","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.violation_types","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.metrics.mean_velocity","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.metrics.total_steps","decision_gps_defense_aviation_1777492512330","Int32","1"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.metrics.tau_max_used","decision_gps_defense_aviation_1777492512330","Int32","5"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.metrics.accel_limit_used","decision_gps_defense_aviation_1777492512330","Decimal","0.6"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.constraints.vanishing_acceleration","decision_gps_defense_aviation_1777492512330","String","OK"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.constraints.velocity_band","decision_gps_defense_aviation_1777492512330","String","OK"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.constraints.coherence_stationarity","decision_gps_defense_aviation_1777492512330","String","OK"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].step","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].severity","decision_gps_defense_aviation_1777492512330","String","S2"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].z","decision_gps_defense_aviation_1777492512330","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].z_t","decision_gps_defense_aviation_1777492512330","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].velocity","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].acceleration","decision_gps_defense_aviation_1777492512330","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].stability_status","decision_gps_defense_aviation_1777492512330","String","STABLE"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].violations","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.steps_detail[0].coherence_ok","decision_gps_defense_aviation_1777492512330","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492512330.json.sigma_report.stdout","decision_gps_defense_aviation_1777492512330","String","V18.9 Sigma Dynamic Stability - PASS
Steps evaluated : 1
Unstable steps  : 0
Total violations: 0
Config source   : C:\Users\User\Desktop\obsidia-engine-proof-core\obsidia-x108-proofs\sigma\sigma_config.json
tau_max         : 5.0
accel_limit     : 0.6
No violations detected.
"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.domain","decision_gps_defense_aviation_1777492517321","String","gps_defense_aviation"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.market_verdict","decision_gps_defense_aviation_1777492517321","String","RECALC_TRAJECTORY"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.confidence","decision_gps_defense_aviation_1777492517321","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.confidence_integrity","decision_gps_defense_aviation_1777492517321","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.confidence_governance","decision_gps_defense_aviation_1777492517321","Decimal","0.75"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.confidence_readiness","decision_gps_defense_aviation_1777492517321","Decimal","0.48"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.confidence_scope","decision_gps_defense_aviation_1777492517321","String","integrity"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.governance_scope","decision_gps_defense_aviation_1777492517321","String","x108_decision_robustness"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.readiness_scope","decision_gps_defense_aviation_1777492517321","String","harmonic_integrity_governance"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.contradictions","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[0]","decision_gps_defense_aviation_1777492517321","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[1]","decision_gps_defense_aviation_1777492517321","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[2]","decision_gps_defense_aviation_1777492517321","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[3]","decision_gps_defense_aviation_1777492517321","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[4]","decision_gps_defense_aviation_1777492517321","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[5]","decision_gps_defense_aviation_1777492517321","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[6]","decision_gps_defense_aviation_1777492517321","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[7]","decision_gps_defense_aviation_1777492517321","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[8]","decision_gps_defense_aviation_1777492517321","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[9]","decision_gps_defense_aviation_1777492517321","String","INERTIAL_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[10]","decision_gps_defense_aviation_1777492517321","String","RADIO_MISSING"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[11]","decision_gps_defense_aviation_1777492517321","String","ATTESTATION_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.unknowns[12]","decision_gps_defense_aviation_1777492517321","String","TICKET_NOT_READY"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.risk_flags","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.x108_gate","decision_gps_defense_aviation_1777492517321","String","HOLD"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.reason_code","decision_gps_defense_aviation_1777492517321","String","UNKNOWNS_OR_CONFIDENCE_LOW"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.severity","decision_gps_defense_aviation_1777492517321","String","S2"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.decision_id","decision_gps_defense_aviation_1777492517321","String","gps_defense_aviation-5189c52f59c2"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.trace_id","decision_gps_defense_aviation_1777492517321","String","2dceb213-1654-4d2a-a508-c0e37fb03e65"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.ticket_required","decision_gps_defense_aviation_1777492517321","Boolean","False"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.ticket_id","null","null",""
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.attestation_ref","decision_gps_defense_aviation_1777492517321","String","1bc96a52bdbcc4d0538c3bf2"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.source","decision_gps_defense_aviation_1777492517321","String","canonical_framework"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[0]","decision_gps_defense_aviation_1777492517321","String","7d915b7839dbf211"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[1]","decision_gps_defense_aviation_1777492517321","String","dc0a11715aac7cfb"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[2]","decision_gps_defense_aviation_1777492517321","String","f2234840f53eb622"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[3]","decision_gps_defense_aviation_1777492517321","String","a4f978c39559e013"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[4]","decision_gps_defense_aviation_1777492517321","String","9ff2b803d2b3673c"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[5]","decision_gps_defense_aviation_1777492517321","String","9759a0c3387a3987"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[6]","decision_gps_defense_aviation_1777492517321","String","meta:UnknownsAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[7]","decision_gps_defense_aviation_1777492517321","String","meta:ConflictResolutionAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[8]","decision_gps_defense_aviation_1777492517321","String","meta:PolicyScopeAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[9]","decision_gps_defense_aviation_1777492517321","String","meta:TicketReadinessAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[10]","decision_gps_defense_aviation_1777492517321","String","meta:TraceIntegrityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[11]","decision_gps_defense_aviation_1777492517321","String","meta:AttestationReadinessAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[12]","decision_gps_defense_aviation_1777492517321","String","meta:HumanOverrideEligibilityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[13]","decision_gps_defense_aviation_1777492517321","String","meta:SeverityClassifierAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[14]","decision_gps_defense_aviation_1777492517321","String","meta:ReplayConsistencyAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.evidence_refs[15]","decision_gps_defense_aviation_1777492517321","String","meta:ProofConsistencyAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.trajectory_valid_score","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.recalc_score","decision_gps_defense_aviation_1777492517321","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.degraded_score","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.abort_score","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.truth_score","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.sigma_score","decision_gps_defense_aviation_1777492517321","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.mismatch_gap","decision_gps_defense_aviation_1777492517321","Decimal","0.35"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.proof_ready","decision_gps_defense_aviation_1777492517321","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.metrics.deterministic","decision_gps_defense_aviation_1777492517321","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.domain","decision_gps_defense_aviation_1777492517321","String","gps_defense_aviation"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.agent_votes[0]","decision_gps_defense_aviation_1777492517321","String","SourceAvailabilityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.agent_votes[1]","decision_gps_defense_aviation_1777492517321","String","TrajectoryIntegrityAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.agent_votes[2]","decision_gps_defense_aviation_1777492517321","String","SourceConflictAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.agent_votes[3]","decision_gps_defense_aviation_1777492517321","String","TimeSkewAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.agent_votes[4]","decision_gps_defense_aviation_1777492517321","String","BrownoutAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.agent_votes[5]","decision_gps_defense_aviation_1777492517321","String","GpsAttestationReadinessAgent"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.raw_engine.vote_count","decision_gps_defense_aviation_1777492517321","Int32","6"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_override","decision_gps_defense_aviation_1777492517321","Boolean","False"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.step","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.severity","decision_gps_defense_aviation_1777492517321","String","S2"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.z","decision_gps_defense_aviation_1777492517321","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.z_t","decision_gps_defense_aviation_1777492517321","Decimal","0.5"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.velocity","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.acceleration","decision_gps_defense_aviation_1777492517321","Int32","0"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.stability_status","decision_gps_defense_aviation_1777492517321","String","STABLE"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.violations","array_empty","array_empty",""
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_step.coherence_ok","decision_gps_defense_aviation_1777492517321","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_report.pass","decision_gps_defense_aviation_1777492517321","Boolean","True"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_report.status","decision_gps_defense_aviation_1777492517321","String","PASS"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_report.steps_evaluated","decision_gps_defense_aviation_1777492517321","Int32","1"
"decision_runtime","decision_gps_defense_aviation_1777492517321.json.sigma_report.unstable_steps","decision_gps_defense_aviation_1777492517321","Int32","0"
